"Notes","Occurrence County","Occurrence County Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate,% of Total Deaths
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of opioids, dependence syndrome","F11.2",26,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",130,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of sedatives or hypnotics, unspecified mental and behavioural disorder","F13.9",13,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",10,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",60,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",187,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",207,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",890,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",368,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",67,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X40",14,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",1028,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",1158,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",1926,Not Applicable,Not Applicable,0.1%
,"San Diego County, CA","06073","Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics","X60",10,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",55,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X62",19,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",119,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent","Y11",10,Not Applicable,Not Applicable,0.0%
,"San Diego County, CA","06073","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14",14,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to use of opioids, harmful use","F11.1",11,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",76,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",130,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",32,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",152,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",318,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",63,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",80,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",273,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",1099,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",1333,Not Applicable,Not Applicable,0.1%
,"San Francisco County, CA","06075","Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X61",12,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",42,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent","Y12",11,Not Applicable,Not Applicable,0.0%
,"San Francisco County, CA","06075","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14",10,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",34,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to use of cocaine, harmful use","F14.1",10,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",24,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",72,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",120,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",193,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",85,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder","F19.9",33,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",235,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",291,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",339,Not Applicable,Not Applicable,0.0%
,"San Joaquin County, CA","06077","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",22,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use","F15.1",17,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",97,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",17,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",75,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",96,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",204,Not Applicable,Not Applicable,0.0%
,"San Luis Obispo County, CA","06079","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",14,Not Applicable,Not Applicable,0.0%
,"San Mateo County, CA","06081","Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder","F11.9",10,Not Applicable,Not Applicable,0.0%
,"San Mateo County, CA","06081","Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder","F14.9",21,Not Applicable,Not Applicable,0.0%
,"San Mateo County, CA","06081","Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder","F15.9",51,Not Applicable,Not Applicable,0.0%
,"San Mateo County, CA","06081","Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder","F17.9",130,Not Applicable,Not Applicable,0.0%
,"San Mateo County, CA","06081","Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use","F19.1",19,Not Applicable,Not Applicable,0.0%
,"San Mateo County, CA","06081","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",104,Not Applicable,Not Applicable,0.0%
