FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2022,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,1,4.41E-05
2022,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,18,26.96798006
2022,APR,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,21,6.580776474
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,9,116.3604228
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,0.00198416
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,2,0.533959599
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Heroin,4,22.81608042
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,48,640.970746
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,14,364.7557605
2022,APR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,33,35.6038396
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,22,838.8368607
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Ecstasy,1,0.000881849
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,3,81.64158486
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,4,5.297267231
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,26,1189.332042
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,21,6944.98604
2022,APR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,20,98.31358046
2022,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,23,778.4976403
2022,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,36,734.4097735
2022,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,11,129.2538936
2022,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,53,3.629778866
2022,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,92,4956.12428
2022,APR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,26,94.99191965
2022,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,10,128.1608858
2022,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,22,171.0119593
2022,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,4,24.10395481
2022,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,19,100.7227259
2022,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,22,831.6430228
2022,APR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,10,21.07641271
2022,APR,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,0.010582189
2022,APR,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,2,0.031305641
2022,APR,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,2,0.037478585
2022,APR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Fentanyl,2,0.082717441
2022,APR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,5,3.094628772
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,4,16.9581
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Fentanyl,2,0.3704
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Heroin,1,5.5556
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,8,94.3892
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,2,10.4628
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,2,0.0604
2022,APR,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,2,538.0994
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Cocaine,1,0.0999
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Fentanyl,1,0.0344
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Heroin,1,0.071
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,3,0.0264
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Methamphetamine,2,0.2581
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other Drugs**,1,0.0028
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,1,0.3395
2022,APR,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other Drugs**,1,0.01
2022,APR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,1,0.2467
2022,APR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,0.0635
2022,APR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,4,0.3277
2022,APR,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other Drugs**,1,0.0316
2022,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,1,0.0265
2022,APR,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other Drugs**,1,0.0119
2022,APR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0
2022,APR,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,2,108.6373
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,6,151.1546
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,1,0.0024
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,53,948.9228
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,5,70.7239
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,10,0.6101
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,3,0.3327
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,12,1.0338
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,1,0.0132
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,2,12.2444
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,3,52.7215
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,13.6905
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,5,0.3008
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,7,214.9209
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,2,0.6377
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,5,4.6442
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,2,0.1841
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Heroin,1,0
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,36,235.7452
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,14,0.8094
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,15,2.0164
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,3,0.0176
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,13,43.484
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,211.1949
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.0038
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,12,85.3853
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,1,0.0022
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,48,2153.436
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,6,19.8648
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,5,1.0767
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,8,172.7883
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,10,106.0676
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,2,12.4559
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,12,54.0535
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,19,150.0298
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,3,14.5116
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,4,0.079
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,14,118.5432
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,1,0.0258
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,50,167.6545
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,19,156.9403
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,9,2.3274
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,1,16.17
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,4,0.307
2022,APR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,2,0.0066
2022,AUG,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,2,9.812819374
2022,AUG,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Fentanyl,2,1.688740927
2022,AUG,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,8,3.615867698
2022,AUG,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Methamphetamine,2,0.021693487
2022,AUG,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,4,5.015957385
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,5,297.4607573
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,11,3.278869084
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Heroin,1,4.254921657
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,6,17.09684842
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Khat (Catha Edulis),3,49.48495933
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Lsd,2,0.004409245
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,30,4.672411042
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,2,0.207675451
2022,AUG,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,43,85.34931919
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,30,246.4689164
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,18,3.459604046
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,8,17.70047409
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,2,6.287583712
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,37,250.6286645
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),16,665.6196614
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,5,0.024250849
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,247,1518.427811
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,38,384.2915168
2022,AUG,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,276,3373.387561
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,4,237.2612659
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,4,1.282208516
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,6,25.05641793
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,19,5.983830808
2022,AUG,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,31,17.14380688
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,8,291.457636
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,5,0.253531601
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,26,109.5391881
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,4,0.232808149
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,43,896.3377617
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,12,147.0754456
2022,AUG,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,172,289.036762
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,43,139.7307454
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,11,0.521613712
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,1,0.005511557
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,15,21.25432575
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,2,0.102735414
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,80,189.4603737
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,2,2.239896582
2022,AUG,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,544,294.3462428
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,13,36.81642614
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ecstasy,2,1.327182817
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,4,62.50832653
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,17,174.6442515
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Lsd,1,0.036596735
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,42,66.33720487
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,11,141.8019883
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,97,538.5936933
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,38,94.83281203
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,96,8.626159203
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,9.038952742
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,39,0.781913505
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,43,590.4532516
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),4,1957.704887
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,101,0.180161761
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,50,800.7703253
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,24,4.77413233
2022,AUG,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,337,1066.064294
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Cocaine,1,0.001499143
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ketamine,1,0.000440925
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,34,2.655181345
2022,AUG,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,13,0.635813164
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,19,40.14853686
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Heroin,1,0.000220462
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,4,7.94810547
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),10,534.7096553
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,1,0.000881849
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,47,86.32590087
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,28,62.95313119
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,25,272.6153438
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,21,5936.869921
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Fentanyl,1,0.192463555
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ketamine,1,0.02821917
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,115,428.2800212
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Methamphetamine,1,0.086862131
2022,AUG,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,5,1.32652143
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Cocaine,1,0.000440925
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ketamine,1,0.104719574
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,21,3.600832171
2022,AUG,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,15,5.223191911
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,2,0.006393406
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Ecstasy,1,0.011023113
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,44,324.6537632
2022,AUG,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,4,1.16271797
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.001322774
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,2,72.29971697
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ketamine,1,73.01710117
2022,AUG,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Lsd,1,0.000881849
